Distance_m,Easting_X,Northing_Y,H_LEM,V_LEM,Perfil
150,464702.4285714286,5754364.428571428,7.0,7.1,9
155,464702.3095238095,5754359.642857143,7.0,6.4,9
160,464702.1904761905,5754354.857142857,8.0,6.3,9
165,464702.0714285714,5754350.071428572,8.0,6.2,9
170,464701.9523809524,5754345.285714285,7.7,6.1,9
175,464701.8333333333,5754340.5,8.0,6.0,9
180,464701.7142857143,5754335.714285715,8.0,5.8,9
185,464701.59523809527,5754330.928571428,8.0,5.4,9
190,464701.4761904762,5754326.142857143,7.5,5.5,9
195,464701.3571428572,5754321.357142857,7.0,4.0,9
200,464701.2380952381,5754316.571428572,6.0,4.4,9
205,464701.1190476191,5754311.785714285,6.8,4.5,9
210,464701.0,5754307.0,7.0,4.6,9
0,464680.0,5754495.0,4.5,3.8,10
5,464679.9428571428,5754490.514285714,5.0,4.2,10
10,464679.8857142857,5754486.028571429,5.6,4.4,10
15,464679.8285714285,5754481.542857143,6.0,5.0,10
20,464679.7714285714,5754477.057142857,6.6,6.0,10
25,464679.7142857143,5754472.571428572,6.3,7.4,10
30,464679.6571428572,5754468.085714285,6.7,9.0,10
35,464679.6,5754463.6,7.3,9.6,10
40,464679.54285714286,5754459.114285714,8.2,9.6,10
45,464679.4857142857,5754454.628571428,8.8,9.4,10
50,464679.4285714286,5754450.142857143,9.0,9.8,10
55,464679.3714285714,5754445.657142857,9.2,10.0,10
60,464679.3142857143,5754441.171428571,9.4,10.0,10
65,464679.2571428571,5754436.685714286,9.2,10.0,10
70,464679.2,5754432.2,9.3,10.0,10
75,464679.1428571429,5754427.714285715,9.4,10.0,10
80,464679.0857142857,5754423.228571429,9.4,10.0,10
85,464679.02857142856,5754418.742857143,9.7,10.0,10
90,464678.9714285714,5754414.257142857,9.8,10.0,10
95,464678.9142857143,5754409.771428571,10.0,10.0,10
100,464678.8571428572,5754405.285714285,8.0,11.0,10
105,464678.8,5754400.8,10.0,10.0,10
110,464678.7428571429,5754396.314285714,10.0,11.0,10
115,464678.6857142857,5754391.828571429,10.0,11.0,10
120,464678.6285714286,5754387.342857143,9.0,10.0,10
125,464678.5714285714,5754382.857142857,8.0,9.0,10
130,464678.5142857143,5754378.371428572,6.0,9.0,10
135,464678.45714285714,5754373.885714286,9.0,8.0,10
140,464678.4,5754369.4,7.0,7.0,10
145,464678.34285714285,5754364.914285715,7.0,6.0,10
150,464678.28571428574,5754360.428571428,7.0,5.0,10
155,464678.22857142857,5754355.942857143,7.7,6.0,10
160,464678.17142857146,5754351.457142857,6.8,5.0,10
165,464678.1142857143,5754346.971428571,6.3,5.0,10
170,464678.0571428572,5754342.485714286,6.5,6.0,10
175,464678.0,5754338.0,7.4,6.0,10
0,464663.0,5754472.0,4.0,3.8,11
5,464662.7586206897,5754467.275862069,4.0,3.2,11
10,464662.5172413793,5754462.551724138,5.0,4.0,11
15,464662.275862069,5754457.827586207,5.2,3.6,11
20,464662.0344827586,5754453.103448276,5.8,4.8,11
25,464661.7931034483,5754448.379310345,6.6,5.6,11
30,464661.5517241379,5754443.655172414,6.6,6.2,11
35,464661.3103448276,5754438.931034483,5.8,7.2,11
40,464661.0689655172,5754434.206896552,6.8,8.4,11
45,464660.8275862069,5754429.482758621,6.8,9.2,11
50,464660.5862068966,5754424.75862069,7.4,9.4,11
55,464660.3448275862,5754420.034482759,8.0,9.6,11
60,464660.1034482759,5754415.310344827,8.4,10.0,11
65,464659.8620689655,5754410.586206896,8.4,10.0,11
70,464659.6206896552,5754405.862068965,9.2,10.0,11
75,464659.3793103448,5754401.137931035,8.8,10.0,11
80,464659.1379310345,5754396.413793104,8.4,11.2,11
85,464658.8965517241,5754391.689655173,8.6,11.0,11
90,464658.6551724138,5754386.9655172415,8.4,10.0,11
95,464658.4137931034,5754382.24137931,8.4,10.0,11
100,464658.1724137931,5754377.517241379,9.0,10.0,11
105,464657.9310344828,5754372.793103448,8.2,9.0,11
110,464657.6896551724,5754368.068965517,7.8,9.0,11
115,464657.4482758621,5754363.344827586,8.4,8.0,11
120,464657.2068965517,5754358.620689655,8.8,8.0,11
125,464656.9655172414,5754353.8965517245,8.0,6.8,11
130,464656.724137931,5754349.172413793,6.8,5.8,11
135,464656.4827586207,5754344.448275862,7.2,5.8,11
140,464656.2413793103,5754339.724137931,7.6,5.0,11
145,464656.0,5754335.0,6.8,5.0,11
0,464640.0,5754458.0,4.2,3.0,12
5,464639.6,5754452.833333333,4.6,3.4,12
10,464639.2,5754447.666666667,5.0,3.8,12
15,464638.8,5754442.5,5.8,4.4,12
20,464638.4,5754437.333333333,6.4,5.0,12
25,464638.0,5754432.166666667,7.0,5.6,12
30,464637.6,5754427.0,7.2,6.4,12
35,464637.2,5754421.833333333,7.6,6.6,12
40,464636.8,5754416.666666667,8.2,7.2,12
45,464636.4,5754411.5,8.4,7.2,12
50,464636.0,5754406.333333333,8.4,7.4,12
55,464635.6,5754401.166666667,7.8,7.8,12
60,464635.2,5754396.0,8.0,8.1,12
65,464634.8,5754390.833333333,8.9,9.5,12
70,464634.4,5754385.666666667,8.8,9.8,12
75,464634.0,5754380.5,8.8,11.0,12
80,464633.6,5754375.333333333,9.4,11.0,12
85,464633.2,5754370.166666667,9.0,10.9,12
90,464632.8,5754365.0,8.2,10.0,12
95,464632.4,5754359.833333333,8.0,9.0,12
100,464632.0,5754354.666666667,7.8,8.0,12
105,464631.6,5754349.5,7.6,7.0,12
110,464631.2,5754344.333333333,7.4,6.9,12
115,464630.8,5754339.166666667,7.0,6.4,12
120,464630.4,5754334.0,6.2,6.2,12
125,464630.0,5754328.833333333,6.3,5.9,12
130,464629.6,5754323.666666667,6.7,5.8,12
135,464629.2,5754318.5,6.9,6.2,12
140,464628.8,5754313.333333333,7.0,6.2,12
145,464628.4,5754308.166666667,6.8,6.0,12
150,464628.0,5754303.0,6.8,5.3,12
155,464627.6,5754297.833333333,7.0,5.1,12
160,464627.2,5754292.666666667,5.4,4.7,12
165,464626.8,5754287.5,4.8,4.6,12
170,464626.4,5754282.333333333,4.6,4.4,12
175,464626.0,5754277.166666667,4.8,4.1,12
