x,HL,VL
0,4.2,3.0
5,4.6,3.4
10,5.0,3.8
15,5.8,4.4
20,6.4,5.0
25,7.0,5.6
30,7.2,6.4
35,7.6,6.6
40,8.2,7.2
45,8.4,7.2
50,8.4,7.4
55,7.8,7.8
60,8.0,8.1
65,8.9,9.5
70,8.8,9.8
75,8.8,11.0
80,9.4,11.0
85,9.0,10.9
90,8.2,10.0
95,8.0,9.0
100,7.8,8.0
105,7.6,7.0
110,7.4,6.9
115,7.0,6.4
120,6.2,6.2
125,6.3,5.9
130,6.7,5.8
135,6.9,6.2
140,7.0,6.2
145,6.8,6.0
150,6.8,5.3
155,7.0,5.1
160,5.4,4.7
165,4.8,4.6
170,4.6,4.4
175,4.8,4.1
