x,HL,VL
0,4.5,3.8
5,5.0,4.2
10,5.6,4.4
15,6.0,5.0
20,6.6,6.0
25,6.3,7.4
30,6.7,9.0
35,7.3,9.6
40,8.2,9.6
45,8.8,9.4
50,9.0,9.8
55,9.2,10.0
60,9.4,10.0
65,9.2,10.0
70,9.3,10.0
75,9.4,10.0
80,9.4,10.0
85,9.7,10.0
90,9.8,10.0
95,10.0,10.0
100,8.0,11.0
105,10.0,10.0
110,10.0,11.0
115,10.0,11.0
120,9.0,10.0
125,8.0,9.0
130,6.0,9.0
135,9.0,8.0
140,7.0,7.0
145,7.0,6.0
150,7.0,5.0
155,7.7,6.0
160,6.8,5.0
165,6.3,5.0
170,6.5,6.0
175,7.4,6.0
