x,HL,VL
0,4.0,3.8
5,4.0,3.2
10,5.0,4.0
15,5.2,3.6
20,5.8,4.8
25,6.6,5.6
30,6.6,6.2
35,5.8,7.2
40,6.8,8.4
45,6.8,9.2
50,7.4,9.4
55,8.0,9.6
60,8.4,10.0
65,8.4,10.0
70,9.2,10.0
75,8.8,10.0
80,8.4,11.2
85,8.6,11.0
90,8.4,10.0
95,8.4,10.0
100,9.0,10.0
105,8.2,9.0
110,7.8,9.0
115,8.4,8.0
120,8.8,8.0
125,8.0,6.8
130,6.8,5.8
135,7.2,5.8
140,7.6,5.0
145,6.8,5.0
